Label,Message
Flight,The PNR for your SPICE JET Flt 8J234 for TEZ-DEL on 2014-06-10 at 23:44 hrs  is HSNH2Z. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Appointment,Appointment with Dr Michael in AGUMBE on 2011-05-09 at 17:13 is confirmed. For queries call 1800 2635 2255. Your appt. might get delayed in case the doctor is attending an emergency.
Appointment,"DEAR Colin, THANK YOU FOR YOUR BOOKING (ORDER ID: 76821), YOUR ORDER HAS BEEN ASSIGNED TO Taylor(9273118747) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-08-24 at 8:58. FOR ASSISTANCE WHATSAPP US ON 8582277785."
Appointment,Appointment with Dr Roman in Shivamogga on 2011-07-15 at 20:47 is confirmed. For queries call 1800 8134 6532. Your appt. might get delayed in case the doctor is attending an emergency.
Bus,"* KSRTC m-Ticket *  from: Vijayawada to: Mysuru PsngrName: Oliver TripCode: 438VijMys PNR No.: J58148282 JnyDate: 2014-05-12 DepTime: 4:38  SeatNo.: 34, 36, 43, 13, 14, 20, 53, 2  Class: Non-AC chair  BoardingPt: Vijayawada MG Road Txn Password: 3237 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Movie,"Hi Customer, Booking ID: W7BY65O. Seats: PLATINUM-G8,G9,G10,G11, 4 seat(s) for The Angry Birds Movie on 2011-08-19 17:57 at PVR: Orion, Rajajinagar. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing Menchie 's Frozen Yogurt. Order ID 4122. Delivery by 2015-07-22 8:34. Enjoy 3% discount on your next purchase. Code ZNLUP9. T&C."
Expiry,True Value : Service of your car KA35A2642 is due in 35 days on 2011-01-24. Please contact us at 9218873813 to book a service.
Cab,"Thank you for choosing Ola for 2014-04-01 at 7:43. Cab:KA65Q8717 , Chauffer: Conner, Cell: 9863868146 will reach you. T&C apply, visit www.Ola.com"
Appointment,Appointment with Dr Oscar in SRIHARIKOTA on 2015-04-26 at 16:18 is confirmed. For queries call 1800 5642 6883. Your appt. might get delayed in case the doctor is attending an emergency.
Expiry,Aryan Auto Agency : Service of your car KA37L7438 is due in 77 days on 2011-07-05. Please contact us at 9763263788 to book a service.
Train,"PNR:3127166821,TRAIN:62255,DOJ:2014-01-19,FC,AAG-BNW,Dep:2:43, Nathan,F8 23 , Fare:9767,SC:10.0+PG+INS"
Train,"PNR:2728363111,TRAIN:3877,DOJ:2011-02-20,AC3,ADTP-BTQ,Dep:20:54, Derrick,B8 84 , Fare:6187,SC:10.0+PG+INS"
Expiry,Bimal Auto Agency : Service of your car KA47Q8417 is due in 82 days on 2012-10-23. Please contact us at 9114584328 to book a service.
PickUp,"Repair ref.no for your car is JC84278115 opened on 2012-09-12 2:36hrs,ETD of your car is 2012-09-13 12:51hrs and est.repair amt is Rs.948 Rgds, Sarden Auto Agency"
Delivery,"Dear Guest, Thanks for choosing Gordon Ramsay. Order ID 3648. Delivery by 2011-02-21 5:29. Enjoy 11% discount on your next purchase. Code PDDN7U. T&C."
Hotel,"Welcome to Fort James Jackson R.No. 288, 450, 580, 150 Ch.In 2015-02-25 19:21 Ch.out 2015-03-19 12:00."
Delivery,"Dear Guest, Thanks for choosing Bagel Nash. Order ID 3482. Delivery by 2012-06-22 0:31. Enjoy 25% discount on your next purchase. Code YWZ4T6. T&C."
Delivery,"Dear Guest, Thanks for choosing Encounter. Order ID 3761. Delivery by 2009-11-23 18:37. Enjoy 19% discount on your next purchase. Code N5AF3H. T&C."
Movie,"Hi Customer, Booking ID: WPUANSI. Seats: SILVER-D13,D14,D15,D16,D17,D18, 6 seat(s) for Ride Along 2 on 2014-01-13 8:55 at PVR: Vaishnavi Sapphire Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Appointment,Appointment with Dr Erik in PALAKKAD on 2010-05-26 at 2:18 is confirmed. For queries call 1800 8321 3146. Your appt. might get delayed in case the doctor is attending an emergency.
Cab,"Thank you for choosing Uber for 2012-08-15 at 14:15. Cab:KA78D1276 , Chauffer: Seth, Cell: 9186421614 will reach you. T&C apply, visit www.Uber.com"
Payment,Bill dated 2011-12-24 for Rs 1044 has been generated for your Idea fixedline/broadband relationship no. 84842638. The same will reach you by 2011-12-27. Due date: 2012-01-08.
Delivery,"Dear Guest, Thanks for choosing Thaiboom. Order ID 8572. Delivery by 2013-07-31 4:40. Enjoy 18% discount on your next purchase. Code EX732V. T&C."
Cab,"Thank you for choosing ucabs for 2009-10-21 at 22:49. Cab:KA23U2523 , Chauffer: Jorge, Cell: 9354826314 will reach you. T&C apply, visit www.ucabs.com"
Appointment,"DEAR Kenneth, THANK YOU FOR YOUR BOOKING (ORDER ID: 21158), YOUR ORDER HAS BEEN ASSIGNED TO Jaiden(9656134627) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-02-25 at 14:29. FOR ASSISTANCE WHATSAPP US ON 8575781153."
Expiry,Bimal Auto Agency : Service of your car KA16S3641 is due in 47 days on 2010-06-20. Please contact us at 9728618455 to book a service.
Appointment,Appointment with Dr Jake in Mysuru on 2010-01-23 at 12:47 is confirmed. For queries call 1800 2738 6661. Your appt. might get delayed in case the doctor is attending an emergency.
Hotel,"Welcome to institute R.No. 394, 219, 406 Ch.In 2013-07-27 17:58 Ch.out 2013-07-30 12:00."
Expiry,Maruti Auto Agency : Service of your car KA15A3641 is due in 83 days on 2011-05-17. Please contact us at 9414411736 to book a service.
Flight,The PNR for your JET Airways Flt 4Z185 for BUP-BEP on 2011-02-20 at 2:55 hrs  is GZEB6T. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Hamburger stand. Order ID 2638. Delivery by 2014-01-09 1:37. Enjoy 16% discount on your next purchase. Code EU3DAA. T&C."
Train,"PNR:5742588832,TRAIN:8143,DOJ:2014-05-22,SL,BSBR-BAH,Dep:1:32, Fernando,S1 58 , Fare:7000,SC:10.0+PG+INS"
Delivery,"Dear Guest, Thanks for choosing Piccadilly Pub. Order ID 7667. Delivery by 2013-06-02 14:44. Enjoy 1% discount on your next purchase. Code L4XWK2. T&C."
Movie,"Hi Customer, Booking ID: WFWH6QD. Seats: STANDARD-J2,J3,J4,J5,J6,J7,J8,J9, 8 seat(s) for Doctor Strange on 2013-09-10 15:10 at Cinepolis: Orion East Mall, Banaswadi. Please carry your CC/DC card which was used for booking tickets."
Reservation,"[ice-cream parlor] Hi Lucas, your reservation is confirmed for 3 people on 2014-08-08 at 1:17. We can hold your table for a maximum of 15 mins."
Bus,"* KSRTC m-Ticket *  from: Pune to: Mysuru PsngrName: Rafael TripCode: 528PunMys PNR No.: J91805259 JnyDate: 2013-07-28 DepTime: 5:28  SeatNo.: 50, 35, 28  Class: Non-AC chair  BoardingPt: Pune Bus Stand Road Txn Password: 4533 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Delivery,"Dear Guest, Thanks for choosing Yesterdog. Order ID 2234. Delivery by 2010-11-15 9:40. Enjoy 23% discount on your next purchase. Code B2SY1W. T&C."
Bus,"* KSRTC m-Ticket *  from: KARAIKUDI to: CHITRADURGA PsngrName: Justin TripCode: 014KARCHI PNR No.: J72759010 JnyDate: 2012-02-11 DepTime: 0:14  SeatNo.: 25, 35, 38, 1  Class: Non-AC Sleeper  BoardingPt: KARAIKUDI Residency Road Txn Password: 4143 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Hotel,"Welcome to Mamie Till-Mobley Park R.No. 512, 473, 133, 175 Ch.In 2011-11-22 6:57 Ch.out 2011-11-27 12:00."
Appointment,Appointment with Dr Kyle in Mangaluru on 2013-07-19 at 12:33 is confirmed. For queries call 1800 2315 4348. Your appt. might get delayed in case the doctor is attending an emergency.
Movie,"Hi Customer, Booking ID: WRALOJF. Seats: PLATINUM-K5,K6,K7,K8,K9,K10, 6 seat(s) for Allegiant on 2012-10-09 19:57 at PVR: Vaishnavi Sapphire Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Train,"PNR:3185426873,TRAIN:6686,DOJ:2011-05-23,AC3,BRDH-BSP,Dep:0:48, Trenton,B6 76 , Fare:7547,SC:10.0+PG+INS"
Expiry,Aryan Auto Agency : Service of your car KA86P2165 is due in 58 days on 2012-07-06. Please contact us at 9888221437 to book a service.
Bus,"* KSRTC m-Ticket *  from: Vijayawada to: TUMAKURU PsngrName: Travis TripCode: 1758VijTUM PNR No.: J47026852 JnyDate: 2014-09-25 DepTime: 17:58  SeatNo.: 32, 35, 40, 41, 46, 52, 9, 56, 20, 58  Class: AC Sleeper  BoardingPt: Vijayawada Bus Stand Road Txn Password: 7624 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Cab,"Thank you for choosing Uber for 2010-05-27 at 5:49. Cab:KA65W2112 , Chauffer: Victor, Cell: 9414215258 will reach you. T&C apply, visit www.Uber.com"
Delivery,"Dear Guest, Thanks for choosing Oberoi Hotel. Order ID 8882. Delivery by 2010-09-29 3:26. Enjoy 13% discount on your next purchase. Code L6MC3O. T&C."
Movie,"Hi Customer, Booking ID: WYQ5TVF. Seats: PLATINUM-I11,I12,I13,I14,I15,I16, 6 seat(s) for Batman v Superman: Dawn of Justice on 2014-04-02 11:44 at PVR: Orion Gold, Rajajinagar. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing Ola for 2010-09-18 at 23:26. Cab:KA82X2186 , Chauffer: Antonio, Cell: 9363133561 will reach you. T&C apply, visit www.Ola.com"
Appointment,Appointment with Dr Alex in SRIKALAHASTI on 2014-10-20 at 10:43 is confirmed. For queries call 1800 5864 6562. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:1318734112,TRAIN:1227,DOJ:2010-08-17,SL,AVD-BMD,Dep:23:25, Joel,S3 48 , Fare:6719,SC:10.0+PG+INS"
Flight,The PNR for your SPICE JET Flt 4L518 for MYQ-RGH on 2014-09-05 at 15:52 hrs  is XXN01E. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Cab,"Thank you for choosing ucabs for 2015-06-27 at 18:55. Cab:KA28G4354 , Chauffer: Kenneth, Cell: 9622656815 will reach you. T&C apply, visit www.ucabs.com"
Appointment,"DEAR Miguel, THANK YOU FOR YOUR BOOKING (ORDER ID: 55863), YOUR ORDER HAS BEEN ASSIGNED TO Francisco(9451276785) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-12-10 at 18:46. FOR ASSISTANCE WHATSAPP US ON 8511184212."
Expiry,True Value : Service of your car KA87P3624 is due in 13 days on 2010-10-31. Please contact us at 9757317716 to book a service.
Expiry,Aryan Auto Agency : Service of your car KA38L1767 is due in 78 days on 2009-12-20. Please contact us at 9654556423 to book a service.
Delivery,"Dear Guest, Thanks for choosing Einstein Bros. Bagels. Order ID 3485. Delivery by 2014-08-22 10:18. Enjoy 7% discount on your next purchase. Code RC8QXR. T&C."
Hotel,"Welcome to day care R.No. 104, 163, 278 Ch.In 2014-06-29 9:32 Ch.out 2014-07-25 12:00."
Cab,"Thank you for choosing KSRTC for 2011-09-19 at 5:43. Cab:KA43W8272 , Chauffer: Jordan, Cell: 9755768181 will reach you. T&C apply, visit www.KSRTC.com"
PickUp,"Repair ref.no for your car is JC56738631 opened on 2013-04-16 7:17hrs,ETD of your car is 2013-04-17 6:11hrs and est.repair amt is Rs.2941 Rgds, Maruti Auto Agency"
Bus,"* KSRTC m-Ticket *  from: KASARGOD to: HASSAN PsngrName: Carlos TripCode: 342KASHAS PNR No.: J36305645 JnyDate: 2012-01-01 DepTime: 3:42  SeatNo.: 59, 28, 30  Class: Non-AC chair  BoardingPt: KASARGOD Rly Station Txn Password: 7185 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Reservation,"[Takeaway shop] Hi Riley, your reservation is confirmed for 6 people on 2010-09-15 at 11:57. We can hold your table for a maximum of 37 mins."
Bus,"* KSRTC m-Ticket *  from: PUTTAPARTHI to: ANWATTI PsngrName: Gabriel TripCode: 2331PUTANW PNR No.: J63042547 JnyDate: 2013-11-16 DepTime: 23:31  SeatNo.: 32, 41, 58, 53  Class: AC Sleeper  BoardingPt: PUTTAPARTHI Rly Station Txn Password: 6343 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Reservation,"[Cadwalader 's Ice Cream] Hi Carson, your reservation is confirmed for 11 people on 2011-01-06 at 15:42. We can hold your table for a maximum of 9 mins."
Appointment,Appointment with Dr Scott in OOTY on 2013-11-12 at 3:45 is confirmed. For queries call 1800 4757 2122. Your appt. might get delayed in case the doctor is attending an emergency.
Flight,The PNR for your Air India Flt 6B247 for UDR-TIR on 2014-01-19 at 17:26 hrs  is O1LD5V. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Red Mango, Inc.. Order ID 4543. Delivery by 2014-10-25 21:26. Enjoy 9% discount on your next purchase. Code E05880. T&C."
Movie,"Hi Customer, Booking ID: W0THKCI. Seats: SILVER-K7, 1 seat(s) for Suicide Squad on 2015-01-31 17:41 at Triveni Theatre: Gandhinagar. Please carry your CC/DC card which was used for booking tickets."
Appointment,"DEAR Seth, THANK YOU FOR YOUR BOOKING (ORDER ID: 36183), YOUR ORDER HAS BEEN ASSIGNED TO Josue(9421388747) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2013-07-18 at 12:51. FOR ASSISTANCE WHATSAPP US ON 8781781311."
Appointment,"DEAR Jack, THANK YOU FOR YOUR BOOKING (ORDER ID: 35326), YOUR ORDER HAS BEEN ASSIGNED TO Tanner(9776174386) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-07-23 at 8:54. FOR ASSISTANCE WHATSAPP US ON 8486526646."
Reservation,"[Juliette] Hi Cole, your reservation is confirmed for 19 people on 2009-11-23 at 3:20. We can hold your table for a maximum of 6 mins."
Reservation,"[Wheeler 's Frozen Dessert Co.] Hi Ian, your reservation is confirmed for 13 people on 2014-03-30 at 19:56. We can hold your table for a maximum of 5 mins."
Expiry,Bimal Auto Agency : Service of your car KA52Q7361 is due in 28 days on 2010-10-18. Please contact us at 9811828426 to book a service.
Payment,Bill dated 2010-02-03 for Rs 668 has been generated for your Bsnl fixedline/broadband relationship no. 16158833. The same will reach you by 2010-02-06. Due date: 2010-02-18.
Movie,"Hi Customer, Booking ID: WJUY2H1. Seats: PLATINUM-F4,F5,F6,F7,F8,F9, 6 seat(s) for Suicide Squad on 2015-07-09 1:20 at Fun Cinemas: Sigma Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Reservation,"[Covina] Hi Connor, your reservation is confirmed for 5 people on 2010-01-21 at 23:42. We can hold your table for a maximum of 40 mins."
Cab,"Thank you for choosing ucabs for 2013-03-08 at 5:47. Cab:KA32S7866 , Chauffer: Manuel, Cell: 9147236242 will reach you. T&C apply, visit www.ucabs.com"
Train,"PNR:1664567718,TRAIN:7326,DOJ:2011-09-30,FC,BARH-BLNI,Dep:22:54, Maxwell,F4 43 , Fare:1883,SC:10.0+PG+INS"
Hotel,"Welcome to Bellevue Bridge R.No. 288, 275, 205 Ch.In 2012-04-20 20:21 Ch.out 2012-04-24 12:00."
Hotel,"Welcome to Alabama Drydock and Shipbuilding R.No. 112, 401, 335 Ch.In 2011-09-24 3:45 Ch.out 2011-10-20 12:00."
Appointment,"DEAR Miguel, THANK YOU FOR YOUR BOOKING (ORDER ID: 65732), YOUR ORDER HAS BEEN ASSIGNED TO Damian(9482258325) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2015-02-17 at 7:10. FOR ASSISTANCE WHATSAPP US ON 8225367655."
Movie,"Hi Customer, Booking ID: W2AKO21. Seats: SILVER-J13, 1 seat(s) for Lights Out on 2011-07-08 3:23 at Anjan Digital 4K A/C Cinema: Magadi Road. Please carry your CC/DC card which was used for booking tickets."
Hotel,"Welcome to Eads Bridge R.No. 527, 540, 495 Ch.In 2012-09-09 22:50 Ch.out 2012-09-24 12:00."
Bus,"* KSRTC m-Ticket *  from: Mysuru to: Thiruvananthapuram PsngrName: Isaac TripCode: 1052MysThi PNR No.: J79980525 JnyDate: 2011-08-05 DepTime: 10:52  SeatNo.: 39, 40, 43, 14, 21, 59, 31  Class: Non-AC chair  BoardingPt: Mysuru Residency Road Txn Password: 2731 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Flight,The PNR for your SPICE JET Flt 3U517 for NDC-JAI on 2015-06-24 at 15:33 hrs  is IIFNXW. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Appointment,Appointment with Dr Camden in THRISSUR on 2013-06-08 at 16:30 is confirmed. For queries call 1800 3532 1213. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:8516488226,TRAIN:14756,DOJ:2011-07-11,FC,ACND-VAA,Dep:7:23, Cody,F8 59 , Fare:2987,SC:10.0+PG+INS"
Hotel,"Welcome to Kanpur Civil Airport R.No. 386, 100, 246 Ch.In 2011-10-07 12:27 Ch.out 2011-10-24 12:00."
Bus,"* KSRTC m-Ticket *  from: SRINGERI to: Chennai PsngrName: Israel TripCode: 819SRIChe PNR No.: J61578362 JnyDate: 2014-02-19 DepTime: 8:19  SeatNo.: 32, 18, 30, 10, 14  Class: Non-AC Sleeper  BoardingPt: SRINGERI Rly Station Txn Password: 4381 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Flight,The PNR for your INDIGO Flt 6W428 for DHM-RTC on 2013-05-31 at 18:30 hrs  is JCZU2M. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,Maha Veer Auto Agency : Service of your car KA66W7116 is due in 73 days on 2015-06-23. Please contact us at 9746724734 to book a service.
Flight,The PNR for your AirAsia Flt 1S133 for RPR-JGB on 2013-08-06 at 10:48 hrs  is W721I1. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,Aryan Auto Agency : Service of your car KA34I6284 is due in 61 days on 2011-04-18. Please contact us at 9781874548 to book a service.
Hotel,"Welcome to WOODFOREST NB R.No. 249, 315 Ch.In 2014-07-13 12:39 Ch.out 2014-07-16 12:00."
Movie,"Hi Customer, Booking ID: WHQTPUJ. Seats: GOLD-I14,I15,I16,I17,I18,I19,I20,I21, 8 seat(s) for Ice Age: Collision Course on 2010-07-16 20:25 at PVR: Orion, Rajajinagar. Please carry your CC/DC card which was used for booking tickets."
Hotel,Welcome to Trafalga Fun Center R.No. 527 Ch.In 2010-02-24 22:32 Ch.out 2010-02-27 12:00.
Payment,Bill dated 2013-12-01 for Rs 230 has been generated for your Reliance fixedline/broadband relationship no. 56412257. The same will reach you by 2013-12-04. Due date: 2013-12-16.
Cab,"Thank you for choosing Ola for 2015-05-21 at 21:39. Cab:KA84N5514 , Chauffer: Seth, Cell: 9664377433 will reach you. T&C apply, visit www.Ola.com"
Expiry,Maruti Auto Agency : Service of your car KA28D3386 is due in 34 days on 2010-12-26. Please contact us at 9672514474 to book a service.
PickUp,"Repair ref.no for your car is JC36182528 opened on 2012-07-31 16:37hrs,ETD of your car is 2012-08-01 1:44hrs and est.repair amt is Rs.2521 Rgds, Hyundai Auto Agency"
Flight,The PNR for your Air India Flt 5I741 for VGA-IMF on 2013-04-13 at 3:46 hrs  is J6F2IC. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Flight,The PNR for your JET Airways Flt 4O146 for BDQ-DEL on 2014-06-23 at 6:42 hrs  is ZLJTWT. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,True Value : Service of your car KA24T5374 is due in 78 days on 2012-01-25. Please contact us at 9673832653 to book a service.
Bus,* KSRTC m-Ticket *  from: TRICHY to: MANTRALAYA PsngrName: Collin TripCode: 1526TRIMAN PNR No.: J49547849 JnyDate: 2014-08-21 DepTime: 15:26  SeatNo.: 58  Class: AC chair  BoardingPt: TRICHY Rly Station Txn Password: 3615 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
PickUp,"Repair ref.no for your car is JC82461352 opened on 2014-07-05 12:54hrs,ETD of your car is 2014-07-06 18:31hrs and est.repair amt is Rs.395 Rgds, Lakshmi Auto Agency"
Movie,"Hi Customer, Booking ID: WCDL3RP. Seats: PLATINUM-E10,E11,E12,E13,E14,E15, 6 seat(s) for Sing on 2014-07-04 2:18 at The Cinema GT World: Magadi Rd, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing Uber for 2012-03-30 at 22:49. Cab:KA54Z1877 , Chauffer: Antonio, Cell: 9784675276 will reach you. T&C apply, visit www.Uber.com"
Cab,"Thank you for choosing Ola for 2015-01-02 at 12:27. Cab:KA87Z1544 , Chauffer: Nathan, Cell: 9854577552 will reach you. T&C apply, visit www.Ola.com"
PickUp,"Repair ref.no for your car is JC22235333 opened on 2009-11-25 23:14hrs,ETD of your car is 2009-11-26 5:40hrs and est.repair amt is Rs.914 Rgds, Bimal Auto Agency"
Flight,The PNR for your JET Airways Flt 5Q841 for BDQ-KTU on 2012-01-29 at 0:43 hrs  is L6OJOK. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Flight,The PNR for your Air India Flt 4A551 for SSE-AGX on 2012-11-07 at 0:48 hrs  is QPFAXT. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
